10,10,10,5.0,1029338.0,0.0
10,10,10,5.0,1005033.0,0.0
10,10,10,5.0,1031239.5,0.0
10,10,10,5.0,984409.0,0.0
10,10,10,5.0,1005405.0,0.0
10,10,10,5.0,999882.0,0.0
10,10,10,5.0,1027570.0,0.0
10,10,10,5.0,1003889.0,0.0
10,10,10,5.0,1009472.0,0.0
10,10,10,5.0,981789.5,0.0
10,10,10,5.0,983102.0,0.0
10,10,10,5.0,1002390.0,0.0
10,10,10,5.0,979402.0,0.0
10,10,10,5.0,1001510.0,0.0
10,10,10,5.0,981643.0,0.0
10,10,10,5.0,1004414.0,0.0
10,10,10,5.0,1004007.0,85.71428571428571
10,10,10,5.0,1002277.0,85.71428571428571
10,10,10,5.0,1004269.0,0.0
10,10,10,5.0,1004904.0,0.0
10,10,10,5.0,983022.5,100.0
10,10,10,5.0,1009352.0,100.0
10,10,10,5.0,1032477.5,0.0
10,10,10,5.0,980845.5,0.0
10,10,10,5.0,1003344.0,0.0
10,10,10,5.0,983772.0,0.0
10,10,10,5.0,984013.5,0.0
10,10,10,5.0,980761.5,0.0
10,10,10,5.0,981781.0,0.0
10,10,10,5.0,960863.0,0.0
10,10,10,5.0,1004951.0,0.0
10,10,10,5.0,1004720.0,0.0
10,10,10,5.0,1006143.0,0.0
10,10,10,5.0,1005407.0,0.0
10,10,10,5.0,1004508.0,0.0
10,10,10,5.0,1003683.0,0.0
10,10,10,5.0,1009264.0,0.0
10,10,10,5.0,1004452.0,0.0
10,10,10,5.0,1027240.5,0.0
10,10,10,5.0,1026412.0,0.0
10,10,10,5.0,1004449.0,0.0
10,10,10,5.0,1032354.0,0.0
10,10,10,5.0,1030758.5,0.0
10,10,10,5.0,1027290.5,0.0
10,10,10,5.0,1004098.0,0.0
10,10,10,5.0,1029550.5,0.0
10,10,10,5.0,1030845.0,0.0
10,10,10,5.0,1007768.0,0.0
10,10,10,5.0,1005736.0,0.0
10,10,10,5.0,1032580.0,0.0
10,10,10,5.0,1026187.5,0.0
10,10,10,5.0,1002449.0,0.0
10,10,10,5.0,1029547.5,0.0
10,10,10,5.0,1028936.5,0.0
10,10,10,5.0,1030336.5,0.0
10,10,10,5.0,1004287.0,0.0
10,10,10,5.0,1005475.0,0.0
10,10,10,5.0,983354.5,0.0
10,10,10,5.0,1026434.5,0.0
10,10,10,5.0,957163.0,0.0
10,10,10,5.0,1006424.0,0.0
10,10,10,5.0,1006710.0,0.0
10,10,10,5.0,978690.0,0.0
10,10,10,5.0,982676.5,0.0
10,10,10,5.0,957661.0,0.0
10,10,10,5.0,986529.0,0.0
10,10,10,5.0,984131.5,0.0
10,10,10,5.0,977437.5,0.0
10,10,10,5.0,978741.0,0.0
10,10,10,5.0,981060.0,0.0
10,10,10,5.0,980474.5,0.0
10,10,10,5.0,982484.0,0.0
10,10,10,5.0,979240.0,0.0
10,10,10,5.0,958197.0,0.0
10,10,10,5.0,1001931.0,0.0
10,10,10,5.0,1007580.0,0.0
10,10,10,5.0,981091.0,0.0
10,10,10,5.0,979732.0,0.0
10,10,10,5.0,979966.5,0.0
10,10,10,5.0,1028709.0,0.0
10,10,10,5.0,1049168.0,0.0
10,10,10,5.0,956966.0,0.0
10,10,10,5.0,1057302.0,0.0
10,10,10,5.0,1003939.0,0.0
10,10,10,5.0,1003759.0,0.0
10,10,10,5.0,1028256.0,0.0
10,10,10,5.0,1028637.0,0.0
10,10,10,5.0,1029498.0,0.0
10,10,10,5.0,956896.0,0.0
10,10,10,5.0,1048188.0,0.0
10,10,10,5.0,1054843.0,0.0
10,10,10,5.0,1003148.0,0.0
10,10,10,5.0,984242.5,0.0
10,10,10,5.0,955648.0,0.0
10,10,10,5.0,998772.0,0.0
10,10,10,5.0,1024636.0,0.0
10,10,10,5.0,1000596.0,0.0
10,10,10,5.0,1027199.0,0.0
10,10,10,5.0,958308.0,0.0
10,10,10,5.0,1002536.0,0.0
10,10,10,5.0,1028089.0,0.0
10,10,10,5.0,1005858.0,0.0
10,10,10,5.0,953633.0,0.0
10,10,10,5.0,973623.0,0.0
10,10,10,5.0,961249.0,0.0
10,10,10,5.0,1028019.0,0.0
10,10,10,5.0,1006309.0,0.0
10,10,10,5.0,1001882.0,0.0
10,10,10,5.0,1023803.0,0.0
10,10,10,5.0,1001975.0,0.0
10,10,10,5.0,1028413.0,0.0
10,10,10,5.0,1004941.0,0.0
10,10,10,5.0,1028236.0,0.0
10,10,10,5.0,1007138.0,0.0
10,10,10,5.0,1006673.0,0.0
10,10,10,5.0,979324.0,0.0
10,10,10,5.0,1055421.0,0.0
10,10,10,5.0,982516.5,0.0
10,10,10,5.0,954972.0,0.0
10,10,10,5.0,1023693.5,0.0
10,10,10,5.0,1005547.0,0.0
10,10,10,5.0,1026452.5,0.0
10,10,10,5.0,1008468.0,0.0
10,10,10,5.0,979294.5,0.0
10,10,10,5.0,1026848.0,0.0
10,10,10,5.0,981038.0,0.0
10,10,10,5.0,982443.5,0.0
10,10,10,5.0,1003972.0,0.0
10,10,10,5.0,1031412.5,0.0
10,10,10,5.0,1025449.0,0.0
10,10,10,5.0,1003827.0,0.0
10,10,10,5.0,1025407.5,0.0
10,10,10,5.0,1003096.0,0.0
10,10,10,5.0,1021851.5,0.0
10,10,10,5.0,1030387.0,0.0
10,10,10,5.0,1003448.0,0.0
10,10,10,5.0,1032649.5,0.0
10,10,10,5.0,1031661.0,0.0
10,10,10,5.0,1032496.0,0.0
10,10,10,5.0,958234.0,0.0
10,10,10,5.0,1001412.0,0.0
10,10,10,5.0,1001034.0,0.0
10,10,10,5.0,979635.0,0.0
10,10,10,5.0,1051252.0,0.0
10,10,10,5.0,981715.0,0.0
10,10,10,5.0,985957.5,0.0
10,10,10,5.0,981831.0,0.0
10,10,10,5.0,1031670.5,0.0
10,10,10,5.0,1003014.0,0.0
10,10,10,5.0,959713.0,0.0
10,10,10,5.0,1005149.0,0.0
